Game,Level,Score,TimeStep,TimeMinute
Starter Example Result,,,,
0,2,8060,3172,0.002483333333333333
1,1,5390,2281,9.166666666666666E-4
2,1,2290,1100,4.166666666666667E-4
3,3,14720,5814,0.002033333333333333
4,6,24560,11738,0.003816666666666667
5,1,7020,2528,5.833333333333334E-4
6,2,8900,3845,5.333333333333334E-4
7,3,13690,5836,7.5E-4
8,4,19510,9750,0.0012833333333333334
9,1,5140,1973,2.666666666666667E-4
10,5,23250,10634,0.0014666666666666667
11,4,20410,8044,0.00105
12,3,13200,5842,0.001
13,4,18000,7146,9.333333333333333E-4
14,2,8620,4699,6.166666666666666E-4
15,2,9930,5080,6.0E-4
16,2,8110,5275,6.0E-4
17,4,14800,8435,0.0010666666666666667
18,3,17200,5091,7.0E-4
19,2,6040,2169,2.8333333333333335E-4
20,2,5460,2399,3.1666666666666665E-4
21,2,6860,1903,2.666666666666667E-4
22,2,8620,4046,6.333333333333333E-4
23,5,26090,10348,0.0013833333333333334
24,2,9740,4442,5.333333333333334E-4
25,2,5230,2468,3.333333333333333E-4
26,1,1340,762,1.1666666666666667E-4
27,4,21940,8654,0.0011666666666666668
28,8,42940,17308,0.0023333333333333335
29,5,25500,11696,0.00155
30,2,5330,3350,4.166666666666667E-4
31,5,20810,11785,0.0015
32,3,13820,5544,7.0E-4
33,4,17730,8647,0.0010833333333333333
34,3,17570,6628,7.833333333333334E-4
35,1,5870,1752,2.0E-4
36,2,8170,3834,5.166666666666667E-4
37,3,13690,7389,8.833333333333333E-4
38,2,10990,3552,4.5E-4
39,4,18900,9428,0.0012
40,2,4770,2169,2.8333333333333335E-4
41,2,6240,2444,3.0E-4
42,5,25170,10906,0.00135
43,2,8580,3763,5.0E-4
44,2,8510,3084,4.6666666666666666E-4
45,3,25380,6605,8.5E-4
46,2,9970,3025,3.8333333333333334E-4
47,3,22180,6189,7.5E-4
48,4,16860,8212,0.001
49,2,9110,3646,4.6666666666666666E-4
50,4,20100,8692,0.0011
51,2,8330,4278,5.833333333333334E-4
52,2,5640,2943,3.5E-4
53,5,23510,9425,0.0011833333333333333
54,6,32150,13298,0.0016166666666666666
55,6,30050,14232,0.0018666666666666666
56,3,16680,6356,8.0E-4
57,4,17930,7176,9.333333333333333E-4
58,4,23690,6862,9.166666666666666E-4
59,4,18940,9002,0.0011166666666666666
60,5,28310,11437,0.0014833333333333332
61,3,18560,6527,8.333333333333334E-4
62,5,21990,11194,0.0014
63,4,17940,7890,9.833333333333332E-4
64,3,13900,6747,8.333333333333334E-4
65,1,5780,2694,3.0E-4
66,1,7990,2385,2.8333333333333335E-4
67,9,41610,17302,0.0021833333333333336
68,1,3310,2131,2.3333333333333333E-4
69,2,6950,2856,3.5E-4
70,2,6740,2796,3.6666666666666667E-4
71,8,33460,16189,0.0021
72,2,8230,2544,3.0E-4
73,4,17910,9761,0.0012
74,2,9790,3812,4.6666666666666666E-4
75,5,21800,10027,0.0012666666666666666
76,3,12970,4925,6.333333333333333E-4
77,8,33530,16336,0.002116666666666667
78,2,9360,5136,6.333333333333333E-4
79,2,7220,4865,6.0E-4
80,2,7090,3194,4.333333333333333E-4
81,6,29060,12272,0.0015666666666666667
82,3,15040,5140,6.5E-4
83,2,12360,3824,5.0E-4
84,5,23340,9326,0.0011666666666666668
85,1,6090,2085,2.1666666666666666E-4
86,5,22860,9390,0.0012
87,3,13930,5927,7.0E-4
88,3,15130,6078,7.833333333333334E-4
89,3,14860,7328,9.333333333333333E-4
90,2,9870,2897,4.0E-4
91,2,5680,2236,2.8333333333333335E-4
92,1,5540,1991,2.1666666666666666E-4
93,4,18110,7537,0.0011
94,4,22490,8583,0.0010666666666666667
95,1,5150,2448,2.666666666666667E-4
96,3,15170,5674,6.833333333333333E-4
97,3,19930,7056,8.5E-4
98,3,13860,4773,6.333333333333333E-4
99,2,8710,4034,5.0E-4
Game,Level,Score,TimeStep,TimeMinute
Starter Example Result,,,,
0,2,9460,3397,0.0025666666666666667
1,2,6330,2418,0.0011833333333333333
2,4,20380,8267,0.0031833333333333336
3,4,18240,8150,0.0013833333333333334
4,7,31910,13861,0.002616666666666667
5,2,7030,2780,3.8333333333333334E-4
6,6,27120,11331,0.00155
7,1,3630,1463,2.0E-4
8,1,5520,2007,2.8333333333333335E-4
9,2,9500,3636,5.333333333333334E-4
10,2,12900,4429,6.333333333333333E-4
11,3,20900,6574,9.333333333333333E-4
12,5,27210,10199,0.0013833333333333334
13,5,24860,9244,0.0013666666666666666
14,2,7460,2613,3.333333333333333E-4
15,2,11020,4048,5.333333333333334E-4
16,4,20200,6648,8.833333333333333E-4
17,5,27410,10016,0.00135
18,2,6040,2185,3.0E-4
19,3,14870,6623,8.166666666666667E-4
20,1,7100,2227,2.666666666666667E-4
21,4,17230,6902,0.001
22,1,6170,2055,2.666666666666667E-4
23,4,19480,9636,0.0012666666666666666
24,2,5800,2344,3.333333333333333E-4
25,7,28050,14813,0.0021833333333333336
26,2,7380,2871,4.166666666666667E-4
27,2,5800,3233,4.166666666666667E-4
28,1,4180,1302,1.8333333333333334E-4
29,2,7790,3787,5.0E-4
30,2,9360,2791,4.0E-4
31,5,27360,10411,0.00155
32,1,6010,1983,2.666666666666667E-4
33,1,5200,1708,2.3333333333333333E-4
34,1,5850,2027,2.5E-4
35,2,9170,4201,5.333333333333334E-4
36,1,2600,1765,2.3333333333333333E-4
37,1,5000,2425,2.666666666666667E-4
38,3,9870,4784,6.333333333333333E-4
39,4,20820,8553,0.0011
40,4,21260,7971,0.0010166666666666666
41,1,5930,2224,2.5E-4
42,6,24670,11655,0.0016
43,2,6470,2372,3.333333333333333E-4
44,6,23950,10489,0.0013666666666666666
45,3,16720,6228,0.0011500000000000002
46,2,13390,4712,6.0E-4
47,5,25650,11256,0.00145
48,5,23040,10002,0.0013
49,5,22120,9673,0.0012166666666666667
50,4,19210,8127,0.0010333333333333334
51,2,7910,2360,3.1666666666666665E-4
52,1,4510,1712,2.0E-4
53,1,5700,2032,2.5E-4
54,5,21640,9686,0.0012166666666666667
55,2,7340,3909,5.333333333333334E-4
56,2,11320,5730,6.5E-4
57,2,6540,3477,4.5E-4
58,4,19260,7416,0.001
59,4,22120,7722,9.666666666666667E-4
60,2,8390,3608,4.6666666666666666E-4
61,3,17080,6904,9.0E-4
62,1,5880,2301,2.666666666666667E-4
63,1,5020,1983,2.5E-4
64,1,5500,1590,2.0E-4
65,3,12580,6007,7.5E-4
66,1,5430,1882,2.5E-4
67,4,17370,7456,9.666666666666667E-4
68,2,7460,2923,3.5E-4
69,4,22690,8118,0.0011
70,3,12910,5154,6.666666666666666E-4
71,5,26570,11150,0.0014833333333333332
72,5,20520,8794,0.0011500000000000002
73,2,6990,3409,4.333333333333333E-4
74,5,21080,10525,0.00135
75,5,23600,10783,0.0014166666666666668
76,2,8290,3083,4.0E-4
77,2,5600,2455,3.1666666666666665E-4
78,2,14670,3707,4.8333333333333334E-4
79,1,6830,1448,2.0E-4
80,2,8450,5488,6.166666666666666E-4
81,3,19930,7202,9.5E-4
82,3,15550,6068,7.5E-4
83,1,5480,2391,2.8333333333333335E-4
84,2,8530,3273,4.5E-4
85,1,7840,2408,2.666666666666667E-4
86,4,15680,6956,9.0E-4
87,3,17460,5706,7.166666666666666E-4
88,2,6860,2595,3.333333333333333E-4
89,2,9550,3596,4.6666666666666666E-4
90,2,7560,3271,4.0E-4
91,2,9310,4224,5.166666666666667E-4
92,5,20690,9076,0.0012
93,4,20050,8119,0.0010166666666666666
94,2,8610,3640,4.5E-4
95,3,16690,6686,8.666666666666666E-4
96,5,21720,9043,0.0011500000000000002
97,3,14590,6018,8.0E-4
98,4,16640,7686,9.666666666666667E-4
99,4,22080,10205,0.00125
100,2,8440,3345,3.8333333333333334E-4
101,4,21970,7298,9.666666666666667E-4
102,2,9420,3909,5.333333333333334E-4
103,3,17670,6321,8.0E-4
104,4,16550,8148,0.001
105,1,6910,2183,2.8333333333333335E-4
106,4,24300,10051,0.0013833333333333334
107,2,14780,3632,5.333333333333334E-4
108,4,22430,9413,0.0012666666666666666
109,2,9600,4533,5.333333333333334E-4
110,3,14540,5518,7.333333333333333E-4
111,3,16370,5803,7.666666666666667E-4
112,3,12970,4781,6.166666666666666E-4
113,2,5880,3720,4.333333333333333E-4
114,4,21610,9612,0.0011833333333333333
115,4,15380,6889,9.5E-4
116,4,19230,7245,9.166666666666666E-4
117,4,22880,9179,0.0011500000000000002
118,1,5580,2326,2.8333333333333335E-4
119,3,13360,6126,8.0E-4
120,3,11900,5657,7.333333333333333E-4
121,4,23640,8286,0.0010333333333333334
122,2,6640,2668,3.0E-4
123,6,30250,14509,0.0018166666666666667
124,4,21950,8514,0.0011166666666666666
125,2,7830,2281,3.0E-4
126,1,5510,2548,2.8333333333333335E-4
127,2,9510,4372,5.5E-4
128,1,7120,2160,2.8333333333333335E-4
129,1,7030,1656,2.1666666666666666E-4
130,2,9420,2169,2.8333333333333335E-4
131,2,7840,3200,3.8333333333333334E-4
132,1,5980,2809,3.5E-4
133,1,4940,1324,1.8333333333333334E-4
134,2,9910,4049,5.0E-4
135,2,4200,2278,2.8333333333333335E-4
136,2,5040,2634,3.1666666666666665E-4
137,4,19110,8105,0.0010833333333333333
138,3,18750,5969,7.5E-4
139,5,28060,10935,0.00145
140,5,23780,10991,0.0013833333333333334
141,3,13720,4972,6.5E-4
142,5,19600,9661,0.0012666666666666666
143,1,4680,1778,2.3333333333333333E-4
144,3,17170,6691,8.666666666666666E-4
145,3,12270,5377,7.0E-4
146,2,8620,3982,5.166666666666667E-4
147,4,20600,7682,9.5E-4
148,6,28580,13008,0.0016333333333333334
149,1,3370,1334,1.8333333333333334E-4
150,2,9770,5332,6.166666666666666E-4
151,3,18420,5403,7.0E-4
152,6,25680,13416,0.00175
153,2,6410,3387,4.8333333333333334E-4
154,4,17520,9131,0.0011666666666666668
155,5,24060,10892,0.0014
156,1,4190,2350,2.666666666666667E-4
157,2,9660,4560,5.5E-4
158,2,8960,2851,4.166666666666667E-4
159,5,23620,10272,0.0013666666666666666
160,4,23810,9195,0.0011833333333333333
161,5,18810,10067,0.0013333333333333333
162,8,44170,17787,0.002316666666666667
163,8,37340,16972,0.0022166666666666667
164,2,15510,4673,5.666666666666667E-4
165,1,2300,1027,1.5E-4
166,3,16960,6326,8.0E-4
167,2,5020,2288,3.0E-4
168,2,8310,3597,5.333333333333334E-4
169,5,20890,8638,0.0011166666666666666
170,5,21470,9948,0.0013
171,6,25460,11744,0.00155
172,5,22200,9335,0.0011333333333333334
173,3,16670,4894,6.833333333333333E-4
174,1,6430,1499,1.8333333333333334E-4
175,5,24160,9275,0.0011833333333333333
176,2,3830,3011,3.5E-4
177,3,14340,4992,6.833333333333333E-4
178,5,24210,10018,0.0013333333333333333
179,1,4190,1486,2.0E-4
180,2,4810,3225,3.8333333333333334E-4
181,3,15280,7801,0.0010166666666666666
182,4,24130,7134,9.833333333333332E-4
183,2,14600,4379,5.333333333333334E-4
184,4,17260,7016,9.166666666666666E-4
185,4,20470,8618,0.0011500000000000002
186,3,13210,4650,6.0E-4
187,5,19020,9613,0.00125
188,2,11050,3597,4.8333333333333334E-4
189,1,4670,1853,2.3333333333333333E-4
190,2,5430,2181,3.0E-4
191,2,8600,4047,5.166666666666667E-4
192,3,17970,6265,8.166666666666667E-4
193,5,25300,11991,0.00155
194,1,5950,968,1.3333333333333334E-4
195,3,15770,5748,7.0E-4
196,1,8740,2763,3.5E-4
197,2,7830,3510,4.333333333333333E-4
198,2,8750,4580,5.833333333333334E-4
199,3,16610,6434,7.833333333333334E-4
200,2,8270,2511,3.8333333333333334E-4
201,5,23510,9300,0.0012
202,2,13730,4487,5.333333333333334E-4
203,2,8570,3881,5.0E-4
204,2,9950,3630,5.166666666666667E-4
205,2,6860,2428,3.1666666666666665E-4
206,2,7600,2935,3.8333333333333334E-4
207,2,4460,3344,3.5E-4
208,1,4390,1550,1.8333333333333334E-4
209,4,15920,8340,0.0011
210,4,20070,7053,9.0E-4
211,2,8730,4770,6.166666666666666E-4
212,2,8790,3569,4.8333333333333334E-4
213,5,22260,9324,0.0012
214,5,24240,9818,0.0013
215,2,7130,2919,4.166666666666667E-4
216,4,18810,7486,9.333333333333333E-4
217,4,16060,7606,9.666666666666667E-4
218,2,8880,3935,4.8333333333333334E-4
219,1,4920,3236,3.5E-4
220,2,7090,2411,3.0E-4
221,3,17790,6336,9.166666666666666E-4
222,3,17880,6421,7.833333333333334E-4
223,5,20020,9139,0.0011500000000000002
224,1,6880,1963,2.5E-4
225,4,21490,8105,0.0010333333333333334
226,1,7590,1464,1.5E-4
227,3,14510,6804,8.666666666666666E-4
228,4,20470,8945,0.0011333333333333334
229,3,18620,6934,8.666666666666666E-4
230,1,5990,1774,2.3333333333333333E-4
231,5,25580,9967,0.0012666666666666666
232,5,22470,10783,0.00135
233,2,8780,3793,5.166666666666667E-4
234,5,25260,10366,0.00135
235,5,22790,9020,0.0011500000000000002
236,6,28220,12429,0.0016166666666666666
237,3,9620,4767,6.0E-4
238,4,27160,6907,9.0E-4
239,2,9480,4078,5.166666666666667E-4
240,4,20260,8030,0.001
241,2,9400,3980,5.166666666666667E-4
242,4,16870,7624,9.666666666666667E-4
243,1,3990,1532,2.0E-4
244,6,26300,12531,0.0016
245,6,24840,11995,0.0015333333333333334
246,4,18110,8497,0.0011500000000000002
247,1,7100,2286,2.666666666666667E-4
248,1,4730,2011,2.3333333333333333E-4
249,2,7600,5251,6.166666666666666E-4
250,4,20070,8751,0.0010833333333333333
251,1,4310,2024,2.5E-4
252,5,18500,9461,0.0011666666666666668
253,2,9150,4035,5.166666666666667E-4
254,2,9030,2704,3.333333333333333E-4
255,1,5590,2251,2.666666666666667E-4
256,7,34310,13380,0.00175
257,4,18480,7188,9.333333333333333E-4
258,6,29530,11996,0.0015333333333333334
259,4,17630,7825,0.0010166666666666666
260,3,14010,5633,7.5E-4
261,3,15390,7825,9.333333333333333E-4
262,2,9030,3705,4.8333333333333334E-4
263,3,15630,6189,8.166666666666667E-4
264,1,6000,1972,2.1666666666666666E-4
265,6,25120,11645,0.0015333333333333334
266,5,27250,12112,0.0015333333333333334
267,3,13930,5296,7.166666666666666E-4
268,1,4220,1698,2.0E-4
269,3,15630,5715,7.333333333333333E-4
270,4,20410,7515,0.0010166666666666666
271,4,18240,7400,9.333333333333333E-4
272,2,8210,3244,4.166666666666667E-4
273,5,23120,9188,0.0011500000000000002
274,3,17160,5068,6.5E-4
275,3,11410,4828,6.333333333333333E-4
276,1,5990,1412,1.8333333333333334E-4
277,5,27180,10532,0.0013333333333333333
278,2,7840,2522,3.1666666666666665E-4
279,4,17270,7183,9.166666666666666E-4
280,4,22220,9320,0.0011666666666666668
281,2,8630,3313,4.166666666666667E-4
282,6,26500,11533,0.0015333333333333334
283,3,15520,4940,6.166666666666666E-4
284,6,27780,11804,0.0015833333333333333
285,2,12250,4296,5.0E-4
286,1,5050,1799,2.0E-4
287,2,6980,2767,3.1666666666666665E-4
288,2,5430,2244,2.8333333333333335E-4
289,5,28180,11695,0.0014833333333333332
290,2,9060,2610,3.333333333333333E-4
291,4,21280,9364,0.0011500000000000002
292,3,16610,7432,9.333333333333333E-4
293,2,8550,2356,3.0E-4
294,1,7290,2089,2.666666666666667E-4
295,3,16600,6048,7.166666666666666E-4
296,4,18830,7626,9.5E-4
297,1,2720,1441,1.8333333333333334E-4
298,1,7630,2556,3.0E-4
299,6,31900,11316,0.0015
300,3,12100,3852,5.0E-4
301,1,5030,1970,2.5E-4
302,5,22750,9796,0.00135
303,5,28350,8830,0.0011666666666666668
304,1,6340,2163,2.5E-4
305,5,24630,9842,0.0012833333333333334
306,1,8050,1903,2.3333333333333333E-4
307,8,41940,16478,0.0021666666666666666
308,1,4780,1774,2.3333333333333333E-4
309,5,21200,9400,0.0012
