1  ,6660 , 0 , 2243
2  ,7010 , 1 , 3359
3  ,2380 , 0 , 1784
4  ,7470 , 1 , 4228
5  ,4560 , 0 , 1664
6  ,2060 , 0 , 2047
7  ,13150 , 2 , 5617
8  ,2650 , 0 , 1451
9  ,7550 , 0 , 2399
10  ,1750 , 0 , 1490
11  ,7320 , 0 , 2535
12  ,2930 , 0 , 1767
13  ,1930 , 0 , 1602
14  ,11360 , 1 , 4347
15  ,5550 , 1 , 2404
16  ,7410 , 0 , 2162
17  ,9060 , 1 , 3745
18  ,4410 , 0 , 1673
19  ,3750 , 0 , 1897
20  ,4420 , 0 , 1996
21  ,5020 , 0 , 2369
22  ,2550 , 0 , 1459
23  ,7280 , 0 , 1838
24  ,4120 , 0 , 1919
25  ,2720 , 0 , 2137
26  ,2000 , 0 , 929
27  ,5380 , 0 , 1384
28  ,3470 , 0 , 1371
29  ,3600 , 0 , 2553
30  ,6120 , 0 , 2387
31  ,5290 , 1 , 2824
32  ,3540 , 0 , 1273
33  ,3550 , 0 , 2751
34  ,2750 , 0 , 1466
35  ,6240 , 0 , 1747
36  ,3130 , 0 , 1132
37  ,3940 , 0 , 3064
38  ,7590 , 1 , 3248
39  ,2940 , 0 , 1174
40  ,9760 , 1 , 3305
41  ,1960 , 0 , 1161
42  ,1400 , 0 , 1011
43  ,8370 , 1 , 4247
44  ,1610 , 0 , 1812
45  ,5620 , 0 , 1419
46  ,2830 , 0 , 1748
47  ,4380 , 0 , 2266
48  ,4340 , 1 , 2719
49  ,4180 , 0 , 2447
50  ,2780 , 0 , 2602
51  ,5120 , 1 , 3448
52  ,5940 , 0 , 1865
53  ,4050 , 0 , 2336
54  ,3630 , 0 , 2013
55  ,2840 , 0 , 1424
56  ,4120 , 0 , 2227
57  ,7120 , 0 , 2521
58  ,6790 , 0 , 1853
59  ,1400 , 0 , 962
60  ,3090 , 0 , 1384
61  ,3640 , 0 , 2523
62  ,3820 , 0 , 1954
63  ,2740 , 0 , 1732
64  ,3510 , 0 , 1336
65  ,1680 , 0 , 874
66  ,5980 , 0 , 2893
67  ,5240 , 0 , 2047
68  ,2030 , 0 , 1153
69  ,5170 , 0 , 1756
70  ,2940 , 1 , 2116
71  ,960 , 0 , 848
72  ,5920 , 0 , 2629
73  ,6610 , 0 , 2058
74  ,12110 , 1 , 4514
75  ,5980 , 0 , 2239
76  ,2300 , 0 , 1252
77  ,6170 , 1 , 3009
78  ,5990 , 0 , 2658
79  ,2960 , 0 , 1861
80  ,5100 , 0 , 2432
81  ,2190 , 0 , 1215
82  ,2870 , 0 , 2230
83  ,10590 , 1 , 4084
84  ,7930 , 1 , 3471
85  ,6920 , 0 , 3203
86  ,7410 , 1 , 3149
87  ,8240 , 1 , 3221
88  ,1940 , 0 , 1759
89  ,6930 , 1 , 4075
90  ,2750 , 0 , 1214
91  ,7910 , 1 , 3108
92  ,3610 , 0 , 2455
93  ,2480 , 0 , 1603
94  ,1970 , 0 , 1332
95  ,13280 , 2 , 4796
96  ,4660 , 0 , 1738
97  ,3520 , 0 , 1308
98  ,3280 , 0 , 2337
99  ,7580 , 0 , 2343
100  ,3570 , 0 , 2288
101  ,6860 , 1 , 2849
102  ,2330 , 0 , 1586
103  ,6340 , 0 , 1532
104  ,9130 , 1 , 4181
105  ,2540 , 0 , 2250
106  ,2790 , 0 , 1774
107  ,4010 , 0 , 2539
108  ,1800 , 0 , 921
109  ,3300 , 0 , 1321
110  ,1870 , 0 , 1128
111  ,3980 , 0 , 2365
112  ,5260 , 0 , 2079
113  ,5860 , 1 , 2675
114  ,13130 , 2 , 5187
115  ,10140 , 1 , 4133
116  ,3230 , 0 , 1993
117  ,2880 , 0 , 1609
118  ,3450 , 0 , 1507
119  ,9950 , 0 , 2223
120  ,5320 , 0 , 2304
121  ,7260 , 1 , 2988
122  ,5900 , 0 , 1778
123  ,5760 , 0 , 3114
124  ,5230 , 0 , 2102
125  ,2750 , 0 , 1860
126  ,4360 , 0 , 899
127  ,4540 , 0 , 2261
128  ,5960 , 1 , 2755
129  ,5120 , 0 , 2346
130  ,3650 , 0 , 1450
131  ,3020 , 0 , 1279
132  ,2620 , 0 , 1634
133  ,6390 , 0 , 2793
134  ,7980 , 0 , 1968
135  ,2470 , 0 , 1741
136  ,8680 , 1 , 2806
137  ,6400 , 0 , 1630
138  ,5600 , 0 , 2549
139  ,3090 , 0 , 2258
140  ,4060 , 0 , 2137
141  ,2060 , 0 , 1895
142  ,5350 , 0 , 1759
143  ,10770 , 2 , 4959
144  ,2850 , 0 , 1708
145  ,1510 , 0 , 1103
146  ,14590 , 1 , 4358
147  ,4380 , 0 , 2421
148  ,840 , 0 , 567
149  ,7780 , 1 , 2265
150  ,6940 , 1 , 3415
151  ,6670 , 0 , 2387
